name,date,duration,members,Description,incident
Glyder Fach Main Face,2019-01-13,05:20,6,"A group of 6 walkers mistakenly tried to descend from the summit plateau of Glyder Fach to Cwm Bochlwyd by Main Gully. They eventually got stuck in the lower part of the gully and rang for help. The Coastguard Helicopter was able to lift a party of 4TMs close to the stuck party, who were then roped onto safer ground and walked off the hill with team members.",58
Idwal Buttress/ Grey Slabs,2019-01-13,02:00,4,A group of 4 walkers lost the Idwal path in the mist and ended up stuck in the Idwal Buttress/ Grey Slab area. They asked for MR assistance but whilst the team were getting ready to deploy some passing climbers heard the shouts for help and were able to guide the lost group back on to the scree descent path. A couple of team members met up with them in Cwm Idwal but no further action was needed.,57
Lower slopes Y Garn,2019-01-11,02:05,1,"A female walker, in a party of two, slipped and suffered a suspected dislocated shoulder on the lower part of the NE Ridge of Y Garn. Despite poor weather conditions the Coastguard helicopter managed to fly in and quickly extract her whilst team members were on route. RAF Valley MRT had also been requested due to the potential for a long stretcher carry.",56
Conwy Mountain,2019-01-07,00:50,1,The team were asked to search for a vulnerable male who was threatening self-harm. Messages suggested he was on Conwy mountain so the Police Helicopter was asked to assist. The male was found by NWP before the team deployed so no action necessary.,55
Penmachno,2019-01-05,00:55,1,The team were contacted by NWP to discuss a possible search for a distressed male seen in the Penmachno area. The information about the probable location of the male was limited as there had been several sightings of him in different places. NWP continued their own enquiries and it was decided that no MRT involvement was needed.,54
Gribin Ridge,2019-01-04,01:53,1,"A male walker twisted his ankle on the descent of the upper part of the Gribin Ridge and was unable to weight bear. Due to the clear weather and a potential long stretcher carry on difficult terrain, it was decided to ask for assistance from the Coastguard Helicopter R936. They deployed the winchman close to the casualty and then lifted 3MRT to the scene to help with a short stretcher carry to the aircraft. The casualty was flown to hospital and the MRT returned to base.",53
Cwm Llugwy,2019-01-03,00:40,1,"Three fell runners descended from Carnedd Llewelyn to the Bwlch where they stopped for a moment. They carried on running down the zig zags to Cwm Llugwy but only 2 arrived at the top of the waterboard road. They made a brief search for their friend and then called for help. Luckily, shortly afterwards, the friend was found to be waiting by their vehicle so no team deployment was needed.",52
Y Garn,2019-01-02,01:30,1,"A male called 999 to report his brother having a panic attack close to the summit of Y Garn. The Team Leader was unable to contact the pair so decided to send a couple of hasty parties to search the most obvious descent routes. Just as they were setting out, NWP informed the team that the brothers no longer needed team assistance as a passing walker was helping them down.",51
Carnedd Llewelyn,2019-01-01,03:25,1,"A solo male walker reported himself lost in cloud somewhere in the region of Carnedd Llewelyn. There was limited information and any contact with him proved to be a challenge as his phone signal repeatedly dropped out seconds after connection. Three hill parties were deployed from each side of the Carneddau range to try to locate the male, and SARDA were asked to stand-by. Eventually contact was made and the male had started to descend into a valley below the cloud base but he had no idea which valley he was in. By the description he appeared to be heading West towards Bethesda so hill parties were stood down on the other side of the range. A team vehicle located him as he arrived on the outskirts of Gerlan and returned him to Oggie Base for a debrief.",50
Dulyn Bothy,2019-01-30,06:30,1,"A group of 4 had walked up to Dulyn Bothy intending to spend the night there. On arrival one male started to drink heavily and started to argue with his friends, which resulted in him walking off up the mountain alone. When he did not return after a short time his friends became concerned for his safety and rang for help. Two team members made their way to the Bothy and started a hasty search along the obvious routes. He was found in his sleeping bag a short distance from the Bothy and was unaware that anyone was looking for him.",49
